紅葉,1285,1285,-3000,名詞,一般,*,*,*,*,紅葉,モミジ,モミジ
東風,1285,1285,-3000,名詞,一般,*,*,*,*,東風,コチ,コチ
時雨,1285,1285,-3000,名詞,一般,*,*,*,*,時雨,シグレ,シグレ
妙高,1288,1288,-3000,名詞,固有名詞,地域,一般,*,*,妙高,ミョウコウ,ミョウコウ
春雨,1285,1285,-3000,名詞,一般,*,*,*,*,春雨,ハルサメ,ハルサメ
五月雨,1285,1285,-3000,名詞,一般,*,*,*,*,五月雨,サミダレ,サミダレ
若菜,1285,1285,-3000,名詞,一般,*,*,*,*,若菜,ワカナ,ワカナ
